# log10mustar log10mustar_err log10lambda log10lambda_err
1.320315742492675781e+01 4.284384846687316895e-02 1.858206152915954590e+00 2.221960201859474182e-02
1.306934356689453125e+01 8.691097050905227661e-02 1.848455190658569336e+00 2.100242860615253448e-02
1.332963943481445312e+01 6.409372389316558838e-02 1.950513601303100586e+00 2.570227161049842834e-02
1.317991638183593750e+01 5.912913754582405090e-02 1.853961229324340820e+00 2.238667756319046021e-02
1.299434757232666016e+01 7.175292074680328369e-02 1.844018578529357910e+00 2.531691454350948334e-02
1.353526687622070312e+01 5.817002803087234497e-02 1.835006952285766602e+00 2.189240977168083191e-02
1.323854255676269531e+01 8.836022764444351196e-02 1.881797075271606445e+00 2.335339784622192383e-02
1.333035850524902344e+01 9.069502353668212891e-02 1.860130310058593750e+00 2.477850764989852905e-02
1.330318164825439453e+01 6.260854005813598633e-02 1.954431056976318359e+00 2.834222838282585144e-02
1.298392677307128906e+01 7.409655302762985229e-02 1.833454251289367676e+00 2.344126999378204346e-02
1.337830638885498047e+01 4.581361636519432068e-02 1.911056518554687500e+00 2.393587492406368256e-02
1.331670284271240234e+01 3.297164291143417358e-02 1.778386712074279785e+00 2.740460447967052460e-02
1.333397293090820312e+01 3.786661103367805481e-02 1.859306693077087402e+00 2.452257275581359863e-02
1.316483402252197266e+01 8.132123947143554688e-02 1.800860166549682617e+00 2.413807064294815063e-02
1.309133434295654297e+01 4.962767288088798523e-02 1.823224186897277832e+00 2.344534359872341156e-02
1.302559471130371094e+01 7.597081363201141357e-02 1.811726450920104980e+00 2.468085847795009613e-02
1.331051921844482422e+01 4.264005646109580994e-02 1.826101064682006836e+00 2.635490708053112030e-02
1.320730209350585938e+01 7.566566020250320435e-02 1.820327997207641602e+00 2.387273125350475311e-02
1.320091342926025391e+01 6.114788353443145752e-02 1.784849524497985840e+00 2.428944967687129974e-02
1.291015815734863281e+01 1.042703911662101746e-01 1.777060389518737793e+00 2.280498482286930084e-02
1.308889007568359375e+01 6.796416640281677246e-02 1.853868484497070312e+00 2.643853612244129181e-02
1.305270671844482422e+01 8.560439944267272949e-02 1.774618148803710938e+00 2.676883526146411896e-02
1.328650188446044922e+01 7.700504362583160400e-02 1.885521054267883301e+00 2.747678384184837341e-02
1.304818248748779297e+01 6.556934863328933716e-02 1.842116832733154297e+00 2.409424632787704468e-02
1.319852542877197266e+01 4.612984135746955872e-02 1.768790602684020996e+00 2.267094142735004425e-02
1.289120674133300781e+01 1.040912196040153503e-01 1.790037393569946289e+00 2.567635104060173035e-02
1.297560977935791016e+01 5.443831533193588257e-02 1.760014891624450684e+00 2.563513442873954773e-02
1.296314907073974609e+01 1.228374466300010681e-01 1.747043967247009277e+00 2.328852191567420959e-02
1.317786026000976562e+01 6.452705711126327515e-02 1.804928064346313477e+00 2.764819748699665070e-02
1.294911003112792969e+01 6.128290295600891113e-02 1.902931332588195801e+00 2.640398964285850525e-02
1.323598766326904297e+01 8.681381493806838989e-02 1.898601889610290527e+00 3.068057447671890259e-02
1.304351425170898438e+01 5.337668955326080322e-02 1.687511920928955078e+00 3.660243377089500427e-02
1.338276100158691406e+01 3.530663624405860901e-02 1.919351577758789062e+00 2.820181101560592651e-02
1.311932468414306641e+01 8.680596202611923218e-02 1.793355345726013184e+00 3.144455701112747192e-02
1.297493457794189453e+01 4.045578837394714355e-02 1.329004406929016113e+00 7.264031469821929932e-02
1.303805923461914062e+01 5.229559540748596191e-02 1.773726701736450195e+00 2.901578322052955627e-02
1.306801223754882812e+01 6.055413559079170227e-02 1.763112306594848633e+00 2.725842781364917755e-02
1.309234714508056641e+01 5.260149016976356506e-02 1.830625772476196289e+00 2.671820111572742462e-02
1.322636032104492188e+01 4.916777089238166809e-02 1.736963987350463867e+00 2.464924380183219910e-02
1.304624462127685547e+01 6.218184158205986023e-02 1.875665664672851562e+00 3.054269589483737946e-02
1.311443233489990234e+01 8.756545186042785645e-02 1.811930775642395020e+00 2.708999998867511749e-02
1.304370021820068359e+01 5.873310938477516174e-02 1.828566074371337891e+00 2.946110814809799194e-02
1.314069080352783203e+01 6.395121663808822632e-02 1.745975136756896973e+00 2.734863385558128357e-02
1.316599464416503906e+01 5.271221324801445007e-02 1.811828613281250000e+00 3.025104850530624390e-02
1.303600597381591797e+01 6.988273561000823975e-02 1.852753996849060059e+00 3.135114163160324097e-02
1.313812541961669922e+01 6.827054172754287720e-02 1.728752732276916504e+00 2.755388431251049042e-02
1.315564060211181641e+01 8.360411971807479858e-02 1.767886996269226074e+00 2.751838043332099915e-02
1.316403198242187500e+01 5.712645128369331360e-02 1.662306308746337891e+00 2.731765434145927429e-02
1.336573123931884766e+01 4.381889104843139648e-02 1.768564820289611816e+00 2.611280418932437897e-02
1.322131156921386719e+01 4.216961935162544250e-02 1.699718952178955078e+00 2.941415086388587952e-02
1.328892803192138672e+01 5.027913302183151245e-02 1.808340549468994141e+00 2.665386348962783813e-02
1.297701168060302734e+01 7.607113569974899292e-02 1.745737195014953613e+00 2.868692390620708466e-02
1.304607105255126953e+01 7.146976143121719360e-02 1.723650336265563965e+00 3.057688102126121521e-02
1.289729022979736328e+01 6.531063467264175415e-02 1.709269165992736816e+00 2.619056403636932373e-02
1.307020568847656250e+01 4.843840003013610840e-02 1.787991285324096680e+00 2.772288583219051361e-02
1.315800666809082031e+01 5.792650952935218811e-02 1.790144920349121094e+00 2.638628706336021423e-02
1.306496810913085938e+01 8.415926247835159302e-02 1.802742362022399902e+00 2.608982473611831665e-02
1.312969779968261719e+01 5.017517134547233582e-02 1.797388195991516113e+00 3.474433720111846924e-02
1.297470760345458984e+01 7.445609569549560547e-02 1.721516966819763184e+00 2.653411030769348145e-02
1.295719432830810547e+01 6.973255425691604614e-02 1.822028160095214844e+00 2.909749187529087067e-02
1.302014255523681641e+01 9.085237979888916016e-02 1.755035996437072754e+00 2.745209820568561554e-02
1.301457977294921875e+01 6.776954233646392822e-02 1.773838162422180176e+00 2.809569612145423889e-02
1.297932624816894531e+01 5.877675116062164307e-02 1.748465061187744141e+00 3.909157589077949524e-02
1.295852088928222656e+01 1.023824214935302734e-01 1.699321866035461426e+00 2.992969192564487457e-02
1.336240673065185547e+01 4.371821135282516479e-02 1.747873544692993164e+00 2.948205173015594482e-02
1.294808006286621094e+01 7.210041582584381104e-02 1.753402590751647949e+00 2.982153184711933136e-02
1.311643505096435547e+01 5.414704978466033936e-02 1.777502894401550293e+00 3.121719881892204285e-02
1.298141288757324219e+01 4.165183380246162415e-02 1.745618224143981934e+00 2.728354930877685547e-02
1.300513935089111328e+01 6.922660768032073975e-02 1.742153167724609375e+00 2.623609267175197601e-02
1.323159503936767578e+01 5.812836065888404846e-02 1.792394638061523438e+00 2.933643199503421783e-02
1.300065517425537109e+01 7.422762364149093628e-02 1.754919528961181641e+00 2.807321585714817047e-02
1.308589935302734375e+01 8.323566615581512451e-02 1.753285646438598633e+00 3.316193446516990662e-02
1.323358249664306641e+01 5.381354317069053650e-02 1.743351101875305176e+00 2.942142821848392487e-02
1.323799705505371094e+01 3.757660835981369019e-02 1.602751851081848145e+00 3.912178054451942444e-02
1.300666809082031250e+01 6.252397596836090088e-02 1.746569275856018066e+00 2.766341157257556915e-02
1.310354709625244141e+01 7.945502549409866333e-02 1.755501627922058105e+00 2.892678231000900269e-02
1.325891304016113281e+01 4.242407903075218201e-02 1.709010243415832520e+00 3.115264698863029480e-02
1.319488048553466797e+01 4.471161961555480957e-02 1.702750563621520996e+00 2.702429331839084625e-02
1.297484111785888672e+01 5.950495228171348572e-02 1.727637887001037598e+00 2.712955884635448456e-02
1.310507965087890625e+01 6.932211667299270630e-02 1.795800685882568359e+00 3.172146528959274292e-02
1.311400794982910156e+01 7.977466285228729248e-02 1.692113041877746582e+00 3.043615631759166718e-02
1.310144329071044922e+01 5.135004222393035889e-02 1.718613982200622559e+00 2.798261865973472595e-02
1.308274173736572266e+01 6.500837206840515137e-02 1.684234499931335449e+00 2.893195301294326782e-02
1.306935119628906250e+01 5.997706949710845947e-02 1.778055429458618164e+00 2.927042916417121887e-02
1.313209915161132812e+01 7.434509694576263428e-02 1.774729490280151367e+00 2.874513156712055206e-02
1.317345523834228516e+01 9.400379657745361328e-02 1.736842513084411621e+00 3.595254570245742798e-02
1.306282711029052734e+01 9.808896481990814209e-02 1.712106585502624512e+00 3.016255982220172882e-02
1.296417236328125000e+01 7.812702655792236328e-02 1.750470280647277832e+00 2.968745306134223938e-02
1.301411724090576172e+01 1.289604753255844116e-01 1.723274588584899902e+00 3.077249415218830109e-02
1.318527793884277344e+01 5.057743936777114868e-02 1.675791382789611816e+00 3.017397038638591766e-02
1.309548759460449219e+01 7.832800596952438354e-02 1.777171015739440918e+00 3.007306717336177826e-02
1.295702552795410156e+01 8.775261789560317993e-02 1.693993449211120605e+00 2.748124673962593079e-02
1.293707370758056641e+01 6.668160110712051392e-02 1.688055753707885742e+00 2.886378020048141479e-02
1.317082500457763672e+01 5.827102810144424438e-02 1.715436220169067383e+00 3.043428063392639160e-02
1.290782260894775391e+01 6.727562844753265381e-02 1.656938791275024414e+00 2.707020938396453857e-02
1.288587665557861328e+01 9.735386073589324951e-02 1.741673111915588379e+00 2.822182886302471161e-02
1.316031169891357422e+01 5.872973427176475525e-02 1.798232436180114746e+00 3.111459501087665558e-02
1.302068710327148438e+01 8.431014418601989746e-02 1.707453846931457520e+00 2.981281466782093048e-02
1.311013793945312500e+01 7.107280939817428589e-02 1.735991597175598145e+00 2.879886329174041748e-02
1.302641963958740234e+01 6.264452636241912842e-02 1.752934813499450684e+00 3.160637989640235901e-02
1.331446456909179688e+01 5.172524228692054749e-02 1.784414410591125488e+00 3.062028810381889343e-02
1.308182048797607422e+01 1.032413318753242493e-01 1.724650740623474121e+00 2.901186794042587280e-02
1.312523937225341797e+01 7.033632695674896240e-02 1.697331428527832031e+00 2.854423411190509796e-02
1.327909755706787109e+01 4.284561797976493835e-02 1.766528129577636719e+00 2.714191377162933350e-02
1.304678058624267578e+01 5.543531477451324463e-02 1.707843422889709473e+00 3.405467420816421509e-02
1.315681266784667969e+01 6.587491929531097412e-02 1.655183672904968262e+00 3.028899803757667542e-02
1.292377376556396484e+01 7.286721467971801758e-02 1.662450432777404785e+00 3.025449253618717194e-02
1.332090473175048828e+01 4.008108749985694885e-02 1.788530707359313965e+00 2.806107699871063232e-02
1.298283004760742188e+01 5.507702380418777466e-02 1.684782505035400391e+00 2.872564643621444702e-02
1.292148017883300781e+01 7.494581490755081177e-02 1.749999284744262695e+00 3.209787979722023010e-02
1.316033554077148438e+01 1.325800269842147827e-01 1.744187831878662109e+00 3.036357276141643524e-02
1.305143451690673828e+01 6.556797027587890625e-02 1.677186727523803711e+00 2.696097642183303833e-02
1.298222541809082031e+01 6.032335385680198669e-02 1.720004796981811523e+00 3.126271814107894897e-02
1.309848022460937500e+01 6.845511496067047119e-02 1.720509409904479980e+00 3.031826391816139221e-02
1.302528285980224609e+01 9.497073292732238770e-02 1.740590929985046387e+00 3.095788694918155670e-02
1.306256389617919922e+01 5.377328395843505859e-02 1.673970580101013184e+00 3.007219173014163971e-02
1.332947540283203125e+01 4.400666803121566772e-02 1.738055229187011719e+00 3.206280246376991272e-02
1.301002979278564453e+01 5.787515267729759216e-02 1.715180993080139160e+00 3.019573166966438293e-02
1.307272624969482422e+01 4.249424487352371216e-02 1.608501434326171875e+00 3.379451110959053040e-02
1.306072044372558594e+01 9.160635620355606079e-02 1.715946197509765625e+00 2.963853627443313599e-02
1.292420768737792969e+01 9.300737082958221436e-02 1.635393738746643066e+00 2.957825548946857452e-02
1.301012897491455078e+01 6.509542465209960938e-02 1.715308666229248047e+00 2.931010350584983826e-02
1.321572875976562500e+01 3.735363483428955078e-02 1.640123009681701660e+00 3.456500917673110962e-02
1.305530929565429688e+01 8.734215050935745239e-02 1.697464346885681152e+00 3.179168701171875000e-02
1.303071308135986328e+01 8.613162487745285034e-02 1.682999134063720703e+00 2.812299318611621857e-02
1.301727199554443359e+01 6.374251097440719604e-02 1.728133797645568848e+00 3.232850134372711182e-02
1.294391059875488281e+01 5.838225781917572021e-02 1.683960318565368652e+00 3.116906248033046722e-02
1.294314289093017578e+01 8.347685635089874268e-02 1.701303362846374512e+00 3.368033468723297119e-02
1.319672870635986328e+01 3.545735776424407959e-02 1.730974078178405762e+00 3.489984571933746338e-02
1.322564411163330078e+01 5.518436431884765625e-02 1.648091197013854980e+00 2.958569675683975220e-02
1.315073394775390625e+01 4.683019965887069702e-02 1.613531112670898438e+00 2.744103595614433289e-02
1.298646640777587891e+01 6.723746657371520996e-02 1.692785620689392090e+00 3.355245292186737061e-02
1.328563404083251953e+01 6.078461185097694397e-02 1.794845461845397949e+00 3.152868151664733887e-02
1.303761577606201172e+01 8.174003660678863525e-02 1.680794000625610352e+00 4.127965494990348816e-02
1.299633693695068359e+01 7.588582485914230347e-02 1.601095080375671387e+00 3.137077391147613525e-02
1.297178840637207031e+01 8.474748581647872925e-02 1.679548740386962891e+00 3.743465989828109741e-02
1.298265647888183594e+01 7.564917206764221191e-02 1.689276933670043945e+00 3.523215278983116150e-02
1.305226993560791016e+01 4.887743294239044189e-02 1.718740582466125488e+00 3.104695491492748260e-02
1.310811042785644531e+01 6.154358386993408203e-02 1.693188548088073730e+00 3.201888129115104675e-02
1.293522834777832031e+01 5.345764756202697754e-02 1.633394956588745117e+00 3.491599485278129578e-02
1.297954177856445312e+01 5.616668611764907837e-02 1.682586431503295898e+00 2.978971414268016815e-02
1.293872928619384766e+01 7.571996748447418213e-02 1.720761537551879883e+00 3.258126601576805115e-02
1.299165344238281250e+01 9.838775545358657837e-02 1.702750563621520996e+00 2.918271161615848541e-02
1.289921665191650391e+01 1.085980907082557678e-01 1.700247645378112793e+00 3.643547743558883667e-02
1.302785873413085938e+01 9.648272395133972168e-02 1.676350116729736328e+00 3.192858397960662842e-02
1.300519943237304688e+01 6.251562386751174927e-02 1.710819125175476074e+00 3.180349618196487427e-02
1.289877510070800781e+01 1.001317724585533142e-01 1.618503212928771973e+00 3.025596030056476593e-02
1.306157684326171875e+01 5.858475714921951294e-02 1.722271084785461426e+00 3.005806729197502136e-02
1.302959346771240234e+01 1.146543771028518677e-01 1.657084703445434570e+00 2.979132160544395447e-02
1.294603538513183594e+01 4.811199009418487549e-02 1.668319821357727051e+00 3.524616733193397522e-02
1.304158878326416016e+01 6.701232492923736572e-02 1.635086894035339355e+00 3.265307471156120300e-02
1.320678138732910156e+01 4.342724010348320007e-02 1.714414477348327637e+00 4.038012027740478516e-02
1.314436531066894531e+01 4.931266233325004578e-02 1.738418340682983398e+00 3.220361843705177307e-02
1.357271957397460938e+01 3.848134353756904602e-02 1.658105015754699707e+00 3.245151042938232422e-02
1.296078109741210938e+01 6.050872430205345154e-02 1.701303362846374512e+00 3.090598806738853455e-02
1.293612957000732422e+01 1.190724670886993408e-01 1.649875164031982422e+00 3.116455301642417908e-02
1.312154579162597656e+01 4.525043070316314697e-02 1.712492108345031738e+00 3.166326507925987244e-02
1.302250957489013672e+01 4.142852500081062317e-02 1.683960318565368652e+00 3.558246791362762451e-02
1.300599956512451172e+01 6.027682870626449585e-02 1.625463962554931641e+00 3.126069530844688416e-02
1.307025146484375000e+01 8.952626585960388184e-02 1.682173490524291992e+00 2.965826354920864105e-02
1.290822315216064453e+01 1.244291812181472778e-01 1.696532607078552246e+00 2.979663386940956116e-02
1.309188652038574219e+01 7.597550004720687866e-02 1.676629185676574707e+00 2.942025475203990936e-02
1.314647579193115234e+01 5.107511952519416809e-02 1.727265596389770508e+00 3.203322365880012512e-02
1.291347885131835938e+01 5.852622166275978088e-02 1.756431221961975098e+00 3.530031815171241760e-02
1.301734924316406250e+01 5.431532114744186401e-02 1.675371766090393066e+00 3.194455429911613464e-02
1.299879074096679688e+01 7.060001045465469360e-02 1.669739365577697754e+00 2.965836971998214722e-02
1.297296905517578125e+01 6.467323750257492065e-02 1.729864835739135742e+00 3.966845944523811340e-02
1.311299800872802734e+01 8.853411674499511719e-02 1.713005661964416504e+00 3.167679905891418457e-02
1.316678905487060547e+01 5.292667075991630554e-02 1.631696701049804688e+00 3.007992543280124664e-02
1.310113811492919922e+01 3.919712826609611511e-02 1.668888211250305176e+00 3.402348980307579041e-02
1.306567382812500000e+01 8.957850188016891479e-02 1.731589078903198242e+00 3.444948047399520874e-02
1.293230915069580078e+01 8.238258212804794312e-02 1.620888710021972656e+00 3.065371513366699219e-02
1.309853553771972656e+01 8.762084692716598511e-02 1.700643777847290039e+00 3.224616125226020813e-02
1.324734783172607422e+01 6.164997443556785583e-02 1.704454898834228516e+00 3.197348117828369141e-02
1.298931026458740234e+01 5.163747444748878479e-02 1.731589078903198242e+00 3.997629508376121521e-02
1.313290023803710938e+01 7.568765431642532349e-02 1.725025177001953125e+00 3.360013291239738464e-02
1.304447650909423828e+01 9.660824388265609741e-02 1.707453846931457520e+00 3.126573935151100159e-02
1.296365165710449219e+01 8.207973092794418335e-02 1.664750337600708008e+00 3.329022601246833801e-02
1.299654102325439453e+01 5.850158259272575378e-02 1.685329675674438477e+00 3.115973807871341705e-02
1.300204181671142578e+01 7.837944477796554565e-02 1.592884063720703125e+00 3.407151997089385986e-02
1.295762443542480469e+01 9.398163855075836182e-02 1.610130310058593750e+00 3.123540617525577545e-02
1.304823970794677734e+01 6.344395130872726440e-02 1.639971256256103516e+00 3.289473429322242737e-02
1.322244834899902344e+01 6.510525941848754883e-02 1.656938791275024414e+00 3.256058320403099060e-02
1.289533042907714844e+01 6.600555777549743652e-02 1.612885355949401855e+00 3.259284421801567078e-02
1.299066352844238281e+01 7.481954991817474365e-02 1.747281193733215332e+00 3.782714158296585083e-02
1.306796836853027344e+01 6.252475082874298096e-02 1.730604648590087891e+00 3.101172484457492828e-02
1.337965965270996094e+01 2.090207934379577637e-01 1.721642851829528809e+00 3.973344713449478149e-02
1.294781875610351562e+01 9.014062583446502686e-02 1.621997594833374023e+00 3.069095127284526825e-02
1.306939792633056641e+01 4.441083595156669617e-02 1.687783956527709961e+00 3.452162444591522217e-02
1.316177940368652344e+01 5.950452014803886414e-02 1.667608261108398438e+00 3.197706863284111023e-02
1.291901779174804688e+01 7.103502750396728516e-02 1.710044860839843750e+00 4.164743795990943909e-02
1.292324733734130859e+01 5.037404969334602356e-02 1.607193946838378906e+00 3.367501869797706604e-02
1.307007598876953125e+01 4.108533635735511780e-02 1.627499461174011230e+00 3.241246566176414490e-02
1.298847866058349609e+01 5.618038401007652283e-02 1.618662595748901367e+00 3.626913949847221375e-02
1.292380905151367188e+01 7.694531977176666260e-02 1.658832192420959473e+00 3.568566963076591492e-02
1.289816761016845703e+01 8.182130008935928345e-02 1.607848167419433594e+00 3.512762486934661865e-02
1.309719085693359375e+01 4.592353105545043945e-02 1.693457007408142090e+00 4.482368007302284241e-02
1.314878273010253906e+01 7.082096487283706665e-02 1.672142148017883301e+00 3.155495971441268921e-02
1.298697948455810547e+01 9.428951144218444824e-02 1.731343150138854980e+00 3.824128583073616028e-02
1.310843372344970703e+01 9.709827601909637451e-02 1.680379271507263184e+00 3.276633843779563904e-02
1.336384963989257812e+01 4.451436921954154968e-02 1.634626030921936035e+00 3.258430957794189453e-02
1.292619228363037109e+01 1.062251701951026917e-01 1.569424390792846680e+00 3.200220316648483276e-02
1.315553665161132812e+01 5.613673850893974304e-02 1.641788840293884277e+00 3.764653205871582031e-02
1.304311275482177734e+01 5.062058568000793457e-02 1.559125661849975586e+00 3.416165336966514587e-02
1.314517974853515625e+01 7.846151292324066162e-02 1.678160905838012695e+00 3.168598935008049011e-02
1.298606014251708984e+01 7.007250934839248657e-02 1.698394179344177246e+00 3.163725510239601135e-02
1.297715091705322266e+01 5.340865626931190491e-02 1.675371766090393066e+00 3.768686577677726746e-02
1.324156284332275391e+01 5.115078389644622803e-02 1.590168952941894531e+00 3.158742934465408325e-02
1.299656581878662109e+01 7.789577543735504150e-02 1.656938791275024414e+00 3.229583799839019775e-02
1.294703769683837891e+01 1.356251686811447144e-01 1.568709492683410645e+00 3.176639601588249207e-02
1.293200969696044922e+01 7.708629965782165527e-02 1.659558296203613281e+00 3.481884300708770752e-02
1.289783287048339844e+01 5.714389309287071228e-02 1.628435611724853516e+00 3.433606401085853577e-02
1.293011188507080078e+01 7.369665056467056274e-02 1.646150231361389160e+00 3.395252302289009094e-02
1.311697387695312500e+01 7.556271553039550781e-02 1.675931096076965332e+00 3.590349853038787842e-02
1.290330219268798828e+01 1.055146753787994385e-01 1.619777083396911621e+00 3.713033348321914673e-02
1.331183719635009766e+01 4.944328591227531433e-02 1.601592779159545898e+00 3.222216293215751648e-02
1.292270946502685547e+01 6.930432468652725220e-02 1.620095014572143555e+00 3.691070526838302612e-02
1.289174652099609375e+01 9.097129851579666138e-02 1.514692187309265137e+00 3.806488215923309326e-02
1.346813869476318359e+01 3.129192814230918884e-02 1.556558251380920410e+00 4.324613139033317566e-02
1.288852977752685547e+01 8.685633540153503418e-02 1.626874089241027832e+00 3.269421309232711792e-02
1.319624805450439453e+01 5.192931368947029114e-02 1.661295890808105469e+00 3.324475139379501343e-02
1.312011909484863281e+01 5.236969888210296631e-02 1.614497900009155273e+00 3.673848882317543030e-02
1.303180694580078125e+01 6.403099745512008667e-02 1.697995901107788086e+00 3.435352817177772522e-02
1.329940509796142578e+01 5.409302189946174622e-02 1.760934948921203613e+00 3.227091208100318909e-02
1.296240043640136719e+01 1.101217418909072876e-01 1.589316964149475098e+00 3.653672337532043457e-02
1.307271480560302734e+01 5.515851080417633057e-02 1.671013116836547852e+00 3.303152322769165039e-02
1.298748111724853516e+01 4.684842750430107117e-02 1.706933736801147461e+00 4.627496004104614258e-02
1.312863063812255859e+01 3.860724344849586487e-02 1.655330181121826172e+00 3.609673306345939636e-02
1.290779304504394531e+01 1.060186922550201416e-01 1.581051945686340332e+00 4.038611054420471191e-02
1.295267105102539062e+01 5.599662661552429199e-02 1.629836201667785645e+00 3.876560553908348083e-02
1.299518775939941406e+01 7.091380655765533447e-02 1.694796919822692871e+00 3.242034837603569031e-02
1.303056144714355469e+01 9.027344733476638794e-02 1.550818800926208496e+00 3.076488897204399109e-02
1.288953876495361328e+01 1.022203266620635986e-01 1.688191652297973633e+00 4.279102757573127747e-02
1.318663692474365234e+01 6.352089345455169678e-02 1.596086382865905762e+00 3.264596685767173767e-02
1.300819587707519531e+01 1.074726060032844543e-01 1.646449327468872070e+00 4.248643293976783752e-02
1.295698356628417969e+01 6.560118496417999268e-02 1.683960318565368652e+00 3.329329192638397217e-02
1.297241115570068359e+01 7.272254675626754761e-02 1.609316587448120117e+00 3.343472257256507874e-02
1.300343036651611328e+01 5.638678744435310364e-02 1.637230515480041504e+00 3.541529923677444458e-02
1.309812259674072266e+01 5.160883441567420959e-02 1.658396005630493164e+00 3.447554633021354675e-02
1.299139404296875000e+01 9.084551036357879639e-02 1.695064425468444824e+00 4.457747191190719604e-02
1.309761238098144531e+01 4.628432914614677429e-02 1.599765062332153320e+00 3.375220298767089844e-02
1.299041461944580078e+01 6.157723441720008850e-02 1.631541848182678223e+00 3.671794012188911438e-02
1.307749843597412109e+01 4.565528035163879395e-02 1.578786134719848633e+00 3.962115570902824402e-02
1.312451267242431641e+01 6.529042869806289673e-02 1.588292360305786133e+00 3.505678847432136536e-02
1.310475540161132812e+01 6.384732574224472046e-02 1.651208400726318359e+00 3.625127300620079041e-02
1.292142105102539062e+01 6.190820783376693726e-02 1.730358242988586426e+00 3.531204909086227417e-02
1.292137527465820312e+01 7.591076940298080444e-02 1.589316964149475098e+00 3.473021090030670166e-02
1.318103504180908203e+01 5.125119537115097046e-02 1.304733633995056152e+00 6.192995607852935791e-02
1.295974445343017578e+01 1.034242957830429077e-01 1.580181837081909180e+00 3.508678078651428223e-02
1.289460182189941406e+01 1.007289439439773560e-01 1.509394049644470215e+00 3.745564073324203491e-02
1.317159938812255859e+01 3.859817981719970703e-02 1.650171875953674316e+00 4.287577047944068909e-02
1.288788795471191406e+01 5.532255396246910095e-02 1.735991597175598145e+00 4.108403250575065613e-02
1.324566841125488281e+01 3.789344802498817444e-02 1.588975667953491211e+00 3.362568467855453491e-02
1.310912704467773438e+01 6.649276614189147949e-02 1.699056982994079590e+00 3.465598821640014648e-02
1.293140220642089844e+01 1.315561980009078979e-01 1.568172693252563477e+00 3.677459061145782471e-02
1.301142406463623047e+01 9.507600218057632446e-02 1.664606928825378418e+00 3.515530377626419067e-02
1.290266704559326172e+01 8.354886621236801147e-02 1.575981140136718750e+00 3.615378960967063904e-02
1.320626640319824219e+01 4.793772101402282715e-02 1.548951148986816406e+00 4.218541085720062256e-02
1.295656013488769531e+01 1.025695651769638062e-01 1.563129544258117676e+00 3.531192243099212646e-02
1.294262027740478516e+01 8.138808608055114746e-02 1.634011030197143555e+00 3.347023576498031616e-02
1.321768665313720703e+01 4.385631904006004333e-02 1.596757531166076660e+00 4.410401359200477600e-02
1.296667194366455078e+01 8.570285141468048096e-02 1.684645533561706543e+00 4.268630221486091614e-02
1.292284965515136719e+01 8.799354732036590576e-02 1.619459033012390137e+00 3.458660095930099487e-02
1.310167789459228516e+01 5.925140902400016785e-02 1.605554103851318359e+00 3.659638017416000366e-02
1.293921947479248047e+01 8.229448646306991577e-02 1.604237675666809082e+00 3.831337392330169678e-02
1.310469818115234375e+01 4.983560368418693542e-02 1.611104726791381836e+00 3.644358739256858826e-02
1.304802799224853516e+01 5.134217813611030579e-02 1.587265372276306152e+00 3.661089390516281128e-02
1.293912029266357422e+01 5.101373419165611267e-02 1.589998722076416016e+00 3.816915675997734070e-02
1.290800285339355469e+01 7.491089403629302979e-02 1.579484581947326660e+00 3.626182675361633301e-02
1.295621967315673828e+01 7.051637768745422363e-02 1.530209541320800781e+00 3.409247845411300659e-02
1.316553020477294922e+01 7.431378215551376343e-02 1.654743671417236328e+00 4.394883289933204651e-02
1.295206069946289062e+01 8.011449128389358521e-02 1.529818415641784668e+00 3.707399591803550720e-02
1.299327564239501953e+01 7.486680895090103149e-02 1.571739435195922852e+00 3.276404365897178650e-02
1.301690387725830078e+01 1.012960895895957947e-01 1.648389101028442383e+00 3.438534960150718689e-02
1.300438404083251953e+01 6.884360313415527344e-02 1.493100404739379883e+00 3.795836120843887329e-02
1.320124912261962891e+01 4.414808377623558044e-02 1.409050583839416504e+00 5.166257172822952271e-02
1.302201652526855469e+01 5.872136726975440979e-02 1.621522665023803711e+00 3.591604903340339661e-02
1.311358070373535156e+01 5.425453186035156250e-02 1.585548281669616699e+00 4.266119003295898438e-02
1.297015285491943359e+01 5.189508944749832153e-02 1.483196735382080078e+00 3.433157876133918762e-02
1.297292327880859375e+01 5.734748765826225281e-02 1.670447468757629395e+00 3.576347604393959045e-02
1.296588706970214844e+01 7.957499474287033081e-02 1.506514191627502441e+00 3.390355780720710754e-02
1.298571300506591797e+01 5.331322178244590759e-02 1.498809933662414551e+00 3.937866166234016418e-02
1.309004688262939453e+01 5.373866856098175049e-02 1.570316195487976074e+00 3.947904333472251892e-02
1.291553020477294922e+01 6.456373631954193115e-02 1.561859488487243652e+00 3.474806994199752808e-02
1.290319633483886719e+01 8.955616503953933716e-02 1.553049564361572266e+00 4.172661900520324707e-02
1.290316390991210938e+01 1.330083906650543213e-01 1.622945666313171387e+00 3.639331459999084473e-02
1.304578399658203125e+01 5.439449101686477661e-02 1.561859488487243652e+00 3.674153611063957214e-02
1.300492286682128906e+01 9.689103811979293823e-02 1.409308791160583496e+00 5.196252837777137756e-02
1.291416645050048828e+01 7.588400691747665405e-02 1.517115831375122070e+00 3.486377000808715820e-02
1.328002834320068359e+01 3.488927707076072693e-02 1.537572979927062988e+00 4.367170482873916626e-02
1.288699626922607422e+01 7.321009039878845215e-02 1.503199458122253418e+00 4.420171305537223816e-02
